Alloy,Series,Temper,Form,Processing,Al_wt,Cu_wt,Fe_wt,Mg_wt,Mn_wt,Si_wt,Ti_wt,Zn_wt,Cr_wt,Others_wt,Density_g_cm3,UTS_MPa,YS_MPa,Elongation_pct,Hardness_HB,Modulus_GPa,Source
2024_v1,2xxx,T4,Sheet,Wrought,92.015,4.186,0.467,1.547,0.599,0.646,0.114,0.289,0.09,0.047,2.785,472.6,335.5,18.7,118.5,72.6,Aug([2])
2024_v2,2xxx,T4,Sheet,Wrought,92.556,4.181,0.456,1.285,0.606,0.37,0.18,0.197,0.104,0.065,2.784,445.8,292.3,20.1,120.4,71.9,Aug([2])
2024_v1,2xxx,T351,Plate,Wrought,91.417,4.795,0.549,1.529,0.669,0.49,0.106,0.262,0.146,0.037,2.785,482.9,323.4,18.2,120.4,72.6,Aug([2])
2024_v2,2xxx,T351,Plate,Wrought,91.517,4.532,0.589,1.714,0.52,0.47,0.115,0.348,0.143,0.052,2.788,492.3,357.3,19.0,123.4,72.9,Aug([2])
2024_v1,2xxx,T361,Sheet,Cold Worked,92.182,4.102,0.598,1.641,0.663,0.361,0.13,0.203,0.086,0.034,2.79,468.1,392.3,10.6,119.7,73.3,Aug([2])
2024_v2,2xxx,T361,Sheet,Cold Worked,91.358,4.736,0.499,1.746,0.705,0.413,0.193,0.173,0.132,0.045,2.789,540.8,411.2,10.5,131.2,74.1,Aug([2])
2024_v1,2xxx,T81,Sheet,Wrought,92.372,4.065,0.471,1.337,0.658,0.454,0.198,0.278,0.132,0.035,2.789,472.1,446.1,7.2,126.6,73.0,Aug([2])
2024_v2,2xxx,T81,Sheet,Wrought,92.394,4.319,0.394,1.434,0.47,0.358,0.114,0.343,0.105,0.069,2.778,462.1,444.0,5.6,122.7,72.9,Aug([2])
2024_v1,2xxx,T861,Sheet,Cold Worked,91.931,4.513,0.415,1.56,0.645,0.396,0.106,0.306,0.096,0.032,2.792,522.9,490.1,5.6,134.8,72.8,Aug([2])
2024_v2,2xxx,T861,Sheet,Cold Worked,91.664,4.408,0.649,1.657,0.635,0.442,0.162,0.255,0.093,0.035,2.789,523.3,474.1,5.7,131.4,71.5,Aug([2])
2024_v1,2xxx,T3,Extrusion,Wrought,91.767,4.662,0.57,1.635,0.453,0.475,0.148,0.154,0.076,0.06,2.771,470.9,354.5,17.5,124.1,73.3,Aug([5])
2024_v2,2xxx,T3,Extrusion,Wrought,92.171,4.364,0.603,1.299,0.596,0.395,0.132,0.297,0.098,0.045,2.777,466.7,355.0,18.0,116.1,73.9,Aug([5])
2024_v1,2xxx,T3,Bar,Wrought,91.925,4.551,0.481,1.377,0.702,0.362,0.19,0.242,0.114,0.056,2.789,500.2,363.2,17.0,117.5,73.5,Aug([5])
2024_v2,2xxx,T3,Bar,Wrought,92.335,4.41,0.554,1.271,0.475,0.565,0.107,0.164,0.051,0.068,2.786,468.1,324.0,16.2,122.4,72.5,Aug([5])
2024_v1,2xxx,T4,Forging,Forged,92.236,4.529,0.406,1.337,0.48,0.548,0.176,0.203,0.052,0.033,2.791,463.7,307.7,16.5,122.7,72.8,Aug([3])
2024_v2,2xxx,T4,Forging,Forged,91.727,4.492,0.582,1.572,0.609,0.363,0.197,0.31,0.079,0.069,2.782,456.2,336.7,18.4,121.0,74.0,Aug([3])
2124_v1,2xxx,T851,Plate,Wrought,92.794,4.102,0.151,1.714,0.517,0.162,0.143,0.238,0.111,0.068,2.774,475.5,431.7,8.5,131.5,73.8,Aug([2])
2124_v2,2xxx,T851,Plate,Wrought,91.847,4.689,0.304,1.709,0.526,0.277,0.146,0.318,0.123,0.061,2.784,488.6,458.3,6.7,135.9,72.7,Aug([2])
2219_v1,2xxx,O,Sheet,Wrought,92.182,6.554,0.214,0.023,0.402,0.27,0.064,0.118,0.001,0.172,2.842,183.4,86.1,18.9,40.4,73.1,Aug([2])
2219_v2,2xxx,O,Sheet,Wrought,92.816,5.907,0.224,0.133,0.448,0.08,0.05,0.16,0.0,0.182,2.846,160.7,65.8,19.0,35.9,72.4,Aug([2])
2219_v1,2xxx,T62,Sheet,Wrought,92.525,6.343,0.152,0.15,0.161,0.274,0.03,0.192,0.0,0.173,2.832,424.7,290.9,10.8,109.8,73.4,Aug([2])
2219_v2,2xxx,T62,Sheet,Wrought,92.619,6.213,0.274,0.118,0.151,0.236,0.046,0.159,0.0,0.184,2.84,422.6,284.3,10.1,114.9,74.9,Aug([2])
2219_v1,2xxx,T81,Sheet,Wrought,92.335,6.349,0.331,0.108,0.391,0.131,0.093,0.1,0.0,0.162,2.836,466.8,366.3,9.9,124.3,72.1,Aug([2])
2219_v2,2xxx,T81,Sheet,Wrought,92.599,6.163,0.28,0.0,0.216,0.229,0.084,0.2,0.043,0.186,2.838,450.0,361.6,10.5,116.4,72.2,Aug([2])
2219_v1,2xxx,T87,Sheet,Cold Worked,92.402,6.572,0.265,0.056,0.326,0.105,0.046,0.067,0.0,0.161,2.848,484.1,379.6,9.8,129.3,72.7,Aug([2])
2219_v2,2xxx,T87,Sheet,Cold Worked,92.147,6.598,0.403,0.0,0.391,0.187,0.058,0.027,0.0,0.189,2.84,464.2,421.4,9.3,128.0,73.6,Aug([2])
2219_v1,2xxx,T851,Plate,Wrought,92.393,6.388,0.191,0.146,0.347,0.337,0.017,0.011,0.0,0.17,2.834,456.8,360.5,10.3,116.6,74.5,Aug([5])
2219_v2,2xxx,T851,Plate,Wrought,92.957,5.952,0.296,0.0,0.169,0.322,0.024,0.106,0.0,0.174,2.85,442.2,341.2,10.8,109.8,72.6,Aug([5])
2219_v1,2xxx,T6,Forging,Forged,92.225,6.485,0.444,0.0,0.346,0.109,0.067,0.093,0.047,0.184,2.836,411.4,288.6,9.8,115.4,72.2,Aug([3])
2219_v2,2xxx,T6,Forging,Forged,92.193,6.588,0.367,0.0,0.362,0.213,0.018,0.092,0.0,0.167,2.851,422.4,302.9,10.1,104.5,72.3,Aug([3])
2618_v1,2xxx,T61,Forging,Forged,93.715,2.421,1.114,1.281,0.004,0.272,0.066,0.01,0.029,1.088,2.754,434.1,359.5,10.1,120.3,74.8,Aug([2])
2618_v2,2xxx,T61,Forging,Forged,93.29,2.604,1.211,1.369,0.0,0.325,0.097,0.005,0.0,1.099,2.77,443.5,375.8,11.4,118.0,74.0,Aug([2])
2618_v1,2xxx,T6,Bar,Wrought,93.249,2.558,1.064,1.638,0.139,0.091,0.072,0.057,0.029,1.103,2.763,439.6,390.4,7.6,120.8,75.0,Aug([5])
2618_v2,2xxx,T6,Bar,Wrought,93.273,2.535,1.045,1.679,0.122,0.113,0.118,0.028,0.0,1.087,2.769,434.8,364.6,7.7,124.9,73.6,Aug([5])
3003_v1,3xxx,O,Sheet,Wrought,96.827,0.037,0.853,0.121,1.202,0.74,0.0,0.148,0.017,0.055,2.722,112.6,44.9,31.9,31.5,69.6,Aug([2])
3003_v2,3xxx,O,Sheet,Wrought,96.96,0.036,0.793,0.0,1.343,0.696,0.002,0.121,0.0,0.049,2.738,112.1,38.6,28.9,29.5,69.0,Aug([2])
3003_v3,3xxx,O,Sheet,Wrought,97.336,0.087,0.57,0.085,1.33,0.48,0.0,0.064,0.0,0.048,2.736,113.6,43.2,31.9,27.4,69.3,Aug([2])
3003_v4,3xxx,O,Sheet,Wrought,97.304,0.147,0.551,0.07,1.13,0.656,0.0,0.067,0.036,0.039,2.738,110.7,43.1,27.5,28.4,70.6,Aug([2])
3003_v5,3xxx,O,Sheet,Wrought,97.314,0.081,0.585,0.0,1.122,0.646,0.026,0.137,0.027,0.062,2.734,109.8,39.5,31.3,29.3,68.9,Aug([2])
3003_v1,3xxx,H12,Sheet,Cold Worked,96.976,0.112,0.846,0.019,1.152,0.743,0.0,0.092,0.0,0.06,2.74,129.1,120.5,9.6,36.3,68.9,Aug([2])
3003_v2,3xxx,H12,Sheet,Cold Worked,96.756,0.171,0.822,0.0,1.385,0.668,0.0,0.133,0.0,0.065,2.721,137.4,128.6,9.6,36.3,69.1,Aug([2])
3003_v3,3xxx,H12,Sheet,Cold Worked,97.156,0.08,0.739,0.0,1.12,0.673,0.0,0.14,0.035,0.057,2.732,129.7,116.2,9.9,35.2,70.0,Aug([2])
3003_v4,3xxx,H12,Sheet,Cold Worked,97.33,0.033,0.833,0.04,1.046,0.478,0.025,0.117,0.033,0.065,2.732,119.4,116.4,9.8,32.2,69.3,Aug([2])
3003_v5,3xxx,H12,Sheet,Cold Worked,97.079,0.199,0.677,0.043,1.253,0.628,0.012,0.074,0.001,0.034,2.727,138.8,128.3,9.7,36.1,69.5,Aug([2])
3003_v1,3xxx,H14,Sheet,Cold Worked,97.387,0.169,0.703,0.054,1.028,0.526,0.0,0.097,0.0,0.036,2.725,146.3,143.4,7.3,40.8,69.0,Aug([2])
3003_v2,3xxx,H14,Sheet,Cold Worked,97.791,0.021,0.503,0.0,1.015,0.482,0.0,0.13,0.007,0.051,2.725,140.6,137.8,8.7,38.2,68.3,Aug([2])
3003_v3,3xxx,H14,Sheet,Cold Worked,97.166,0.043,0.638,0.003,1.35,0.598,0.012,0.149,0.0,0.041,2.727,145.5,138.0,8.2,40.6,67.7,Aug([2])
3003_v4,3xxx,H14,Sheet,Cold Worked,97.033,0.185,0.882,0.128,1.001,0.641,0.0,0.076,0.0,0.054,2.734,158.1,147.1,7.3,38.4,68.5,Aug([2])
3003_v5,3xxx,H14,Sheet,Cold Worked,97.468,0.044,0.668,0.1,1.028,0.474,0.0,0.144,0.017,0.057,2.727,149.3,143.3,8.5,39.4,69.7,Aug([2])
3003_v1,3xxx,H18,Sheet,Cold Worked,97.396,0.165,0.548,0.161,1.027,0.61,0.0,0.051,0.0,0.042,2.73,202.3,184.6,3.9,55.6,68.2,Aug([2])
3003_v2,3xxx,H18,Sheet,Cold Worked,96.903,0.089,0.792,0.061,1.338,0.658,0.0,0.117,0.0,0.042,2.737,210.4,187.4,3.9,56.5,68.9,Aug([2])
3003_v3,3xxx,H18,Sheet,Cold Worked,97.136,0.084,0.733,0.0,1.24,0.662,0.011,0.087,0.0,0.047,2.721,204.1,183.9,4.2,57.3,70.2,Aug([2])
3003_v4,3xxx,H18,Sheet,Cold Worked,97.444,0.088,0.529,0.0,1.124,0.653,0.006,0.086,0.0,0.07,2.729,193.7,186.0,4.0,54.3,69.5,Aug([2])
3003_v5,3xxx,H18,Sheet,Cold Worked,97.566,0.097,0.516,0.0,1.155,0.498,0.0,0.126,0.0,0.042,2.74,197.6,187.8,4.1,55.9,69.2,Aug([2])
3003_v1,3xxx,H14,Tube,Cold Worked,97.106,0.217,0.615,0.184,1.156,0.566,0.0,0.104,0.0,0.052,2.731,159.4,153.3,6.9,40.8,68.4,Aug([5])
3003_v2,3xxx,H14,Tube,Cold Worked,97.171,0.032,0.637,0.0,1.387,0.617,0.0,0.108,0.0,0.048,2.733,149.6,133.3,8.0,41.2,70.6,Aug([5])
3003_v3,3xxx,H14,Tube,Cold Worked,97.478,0.144,0.581,0.0,1.016,0.593,0.003,0.073,0.046,0.066,2.735,153.8,143.6,8.2,38.9,69.2,Aug([5])
3003_v4,3xxx,H14,Tube,Cold Worked,97.03,0.075,0.851,0.178,1.06,0.589,0.029,0.098,0.036,0.054,2.727,152.4,143.0,7.5,39.9,70.2,Aug([5])
3003_v5,3xxx,H14,Tube,Cold Worked,96.848,0.122,0.697,0.031,1.346,0.744,0.0,0.133,0.026,0.053,2.741,155.5,148.2,7.7,42.8,69.6,Aug([5])
3003_v1,3xxx,O,Plate,Wrought,96.963,0.145,0.871,0.0,1.191,0.656,0.013,0.119,0.0,0.042,2.727,103.9,42.2,31.4,29.7,69.5,Aug([5])
3003_v2,3xxx,O,Plate,Wrought,97.106,0.079,0.506,0.095,1.334,0.672,0.0,0.125,0.027,0.056,2.736,113.7,44.9,29.9,28.0,68.9,Aug([5])
3003_v3,3xxx,O,Plate,Wrought,97.456,0.101,0.526,0.0,1.044,0.692,0.027,0.057,0.046,0.051,2.725,105.3,38.3,28.6,27.9,69.8,Aug([5])
3003_v4,3xxx,O,Plate,Wrought,97.584,0.03,0.529,0.0,1.118,0.52,0.0,0.13,0.043,0.046,2.74,105.4,34.9,31.4,25.6,69.0,Aug([5])
3003_v5,3xxx,O,Plate,Wrought,97.039,0.092,0.759,0.0,1.355,0.601,0.0,0.109,0.012,0.033,2.734,112.5,43.2,28.2,28.8,69.4,Aug([5])
3003_v1,3xxx,H14,Extrusion,Wrought,97.187,0.131,0.708,0.0,1.31,0.531,0.0,0.078,0.0,0.055,2.719,149.6,146.6,8.0,40.0,68.7,Aug([5])
3003_v2,3xxx,H14,Extrusion,Wrought,97.319,0.188,0.502,0.0,1.296,0.545,0.0,0.086,0.0,0.064,2.726,153.8,147.8,8.1,41.2,68.9,Aug([5])
3003_v3,3xxx,H14,Extrusion,Wrought,96.983,0.095,0.886,0.0,1.275,0.598,0.0,0.113,0.02,0.03,2.722,157.2,151.5,8.0,40.7,68.5,Aug([5])
3003_v4,3xxx,H14,Extrusion,Wrought,97.054,0.176,0.758,0.0,1.144,0.737,0.0,0.093,0.0,0.038,2.727,152.8,144.8,7.7,40.4,70.3,Aug([5])
3003_v5,3xxx,H14,Extrusion,Wrought,96.954,0.184,0.84,0.0,1.263,0.592,0.023,0.072,0.018,0.054,2.725,156.2,143.7,7.4,42.3,68.0,Aug([5])
3004_v1,3xxx,O,Sheet,Wrought,96.342,0.293,0.58,1.156,1.115,0.26,0.0,0.211,0.002,0.041,2.728,188.1,71.0,18.7,41.9,68.8,Aug([2])
3004_v2,3xxx,O,Sheet,Wrought,96.247,0.256,0.738,0.804,1.186,0.439,0.001,0.268,0.0,0.061,2.727,178.6,66.1,20.9,45.3,68.7,Aug([2])
3004_v3,3xxx,O,Sheet,Wrought,96.403,0.154,0.617,1.109,1.207,0.254,0.0,0.2,0.0,0.056,2.731,174.8,67.4,20.4,44.0,70.2,Aug([2])
3004_v4,3xxx,O,Sheet,Wrought,96.701,0.23,0.621,0.826,1.091,0.224,0.0,0.275,0.0,0.032,2.731,173.2,63.6,18.8,42.3,68.6,Aug([2])
3004_v5,3xxx,O,Sheet,Wrought,96.126,0.274,0.813,1.031,1.059,0.393,0.008,0.239,0.017,0.04,2.716,178.4,69.4,20.4,46.9,69.0,Aug([2])
3004_v1,3xxx,H34,Sheet,Cold Worked,96.672,0.292,0.525,0.859,1.003,0.339,0.0,0.213,0.046,0.051,2.714,248.1,195.4,9.1,61.0,68.8,Aug([2])
3004_v2,3xxx,H34,Sheet,Cold Worked,96.592,0.259,0.673,0.818,1.066,0.284,0.0,0.205,0.034,0.069,2.727,243.4,191.6,9.6,58.4,69.3,Aug([2])
3004_v3,3xxx,H34,Sheet,Cold Worked,96.116,0.237,0.737,0.829,1.249,0.444,0.0,0.279,0.041,0.068,2.731,242.5,198.3,8.7,63.8,70.5,Aug([2])
3004_v4,3xxx,H34,Sheet,Cold Worked,96.297,0.199,0.756,1.067,1.065,0.32,0.016,0.25,0.0,0.03,2.717,238.8,191.5,9.3,64.5,68.6,Aug([2])
3004_v5,3xxx,H34,Sheet,Cold Worked,96.621,0.296,0.538,0.971,1.012,0.294,0.01,0.212,0.0,0.046,2.73,234.1,205.3,9.9,61.0,67.4,Aug([2])
3004_v1,3xxx,H38,Sheet,Cold Worked,96.281,0.308,0.6,1.026,1.143,0.347,0.0,0.219,0.042,0.034,2.72,291.2,246.3,5.1,77.6,69.5,Aug([2])
3004_v2,3xxx,H38,Sheet,Cold Worked,96.085,0.237,0.732,1.007,1.304,0.235,0.0,0.289,0.045,0.066,2.718,283.7,260.9,4.6,77.3,67.9,Aug([2])
3004_v3,3xxx,H38,Sheet,Cold Worked,96.521,0.216,0.842,0.883,1.028,0.171,0.026,0.251,0.0,0.062,2.728,280.0,251.5,4.9,76.8,69.9,Aug([2])
3004_v4,3xxx,H38,Sheet,Cold Worked,96.293,0.18,0.85,1.016,1.113,0.278,0.0,0.213,0.027,0.03,2.718,276.0,245.6,4.7,73.9,69.5,Aug([2])
3004_v5,3xxx,H38,Sheet,Cold Worked,96.185,0.298,0.839,0.969,1.121,0.248,0.013,0.282,0.0,0.045,2.73,275.3,244.4,5.4,81.2,69.8,Aug([2])
3004_v1,3xxx,H32,Sheet,Cold Worked,96.24,0.166,0.718,1.084,1.067,0.384,0.005,0.295,0.0,0.041,2.722,220.1,164.3,9.8,52.4,70.7,Aug([5])
3004_v2,3xxx,H32,Sheet,Cold Worked,95.759,0.224,0.873,1.131,1.279,0.364,0.0,0.292,0.019,0.059,2.729,237.2,179.3,9.4,52.8,68.2,Aug([5])
3004_v3,3xxx,H32,Sheet,Cold Worked,95.757,0.217,0.891,1.143,1.28,0.368,0.004,0.295,0.0,0.045,2.712,224.0,179.4,9.5,53.6,67.8,Aug([5])
3004_v4,3xxx,H32,Sheet,Cold Worked,95.965,0.291,0.827,1.019,1.387,0.166,0.0,0.272,0.036,0.037,2.727,216.9,162.6,10.5,52.2,68.3,Aug([5])
3004_v5,3xxx,H32,Sheet,Cold Worked,95.967,0.208,0.849,1.069,1.319,0.225,0.007,0.257,0.033,0.066,2.708,215.3,172.7,8.9,53.2,68.1,Aug([5])
3105_v1,3xxx,O,Sheet,Wrought,96.72,0.324,0.634,0.593,0.512,0.471,0.117,0.379,0.193,0.057,2.716,113.4,55.7,23.2,32.0,69.4,Aug([2])
3105_v2,3xxx,O,Sheet,Wrought,96.662,0.334,0.753,0.38,0.517,0.675,0.076,0.378,0.178,0.047,2.732,115.4,51.9,23.7,30.8,69.8,Aug([2])
3105_v3,3xxx,O,Sheet,Wrought,96.938,0.285,0.639,0.459,0.456,0.512,0.099,0.377,0.179,0.056,2.731,116.1,50.3,24.5,30.2,68.7,Aug([2])
3105_v4,3xxx,O,Sheet,Wrought,96.681,0.32,0.749,0.559,0.457,0.455,0.128,0.375,0.218,0.058,2.723,113.2,53.5,25.5,32.0,69.4,Aug([2])
3105_v5,3xxx,O,Sheet,Wrought,96.548,0.241,0.735,0.58,0.622,0.572,0.071,0.408,0.175,0.048,2.731,118.8,57.5,23.5,32.7,68.1,Aug([2])
3105_v1,3xxx,H25,Sheet,Cold Worked,96.971,0.395,0.541,0.303,0.523,0.478,0.115,0.441,0.193,0.04,2.718,183.6,163.1,7.6,51.9,68.5,Aug([2])
3105_v2,3xxx,H25,Sheet,Cold Worked,96.766,0.24,0.851,0.595,0.355,0.525,0.083,0.377,0.175,0.033,2.719,177.8,160.1,8.8,50.4,69.1,Aug([2])
3105_v3,3xxx,H25,Sheet,Cold Worked,95.999,0.39,0.835,0.622,0.679,0.73,0.103,0.37,0.212,0.06,2.726,183.0,166.7,7.9,54.2,70.0,Aug([2])
3105_v4,3xxx,H25,Sheet,Cold Worked,96.395,0.254,0.647,0.658,0.617,0.686,0.097,0.413,0.175,0.058,2.718,193.0,171.8,7.5,52.1,69.8,Aug([2])
3105_v5,3xxx,H25,Sheet,Cold Worked,97.0,0.289,0.509,0.42,0.551,0.467,0.099,0.443,0.161,0.061,2.718,169.9,159.7,8.1,50.2,69.6,Aug([2])
3105_v1,3xxx,H14,Sheet,Cold Worked,96.775,0.363,0.774,0.344,0.466,0.543,0.085,0.402,0.204,0.044,2.716,170.8,151.8,7.3,48.0,68.7,Aug([5])
3105_v2,3xxx,H14,Sheet,Cold Worked,96.528,0.391,0.631,0.442,0.552,0.732,0.123,0.36,0.189,0.052,2.72,174.8,151.8,7.2,49.3,69.4,Aug([5])
3105_v3,3xxx,H14,Sheet,Cold Worked,96.797,0.288,0.744,0.364,0.619,0.504,0.112,0.373,0.162,0.037,2.708,171.1,152.5,7.6,45.0,69.0,Aug([5])
3105_v4,3xxx,H14,Sheet,Cold Worked,97.006,0.217,0.508,0.366,0.706,0.522,0.091,0.361,0.172,0.051,2.723,161.0,143.5,7.8,48.9,67.6,Aug([5])
3105_v5,3xxx,H14,Sheet,Cold Worked,96.517,0.308,0.779,0.581,0.419,0.6,0.095,0.437,0.213,0.051,2.711,165.1,149.5,7.0,47.2,68.7,Aug([5])
4032_v1,4xxx,T6,Forging,Forged,85.166,0.958,0.883,0.968,0.04,11.609,0.001,0.242,0.071,0.062,2.67,399.2,303.6,10.3,121.2,79.0,Aug([2])
4032_v2,4xxx,T6,Forging,Forged,84.481,1.001,1.129,1.103,0.0,11.867,0.029,0.245,0.081,0.064,2.689,398.2,313.0,8.9,124.8,78.5,Aug([2])
4032_v3,4xxx,T6,Forging,Forged,84.78,1.021,0.881,0.87,0.038,11.979,0.004,0.297,0.074,0.056,2.67,389.4,312.3,8.1,121.6,78.3,Aug([2])
4032_v4,4xxx,T6,Forging,Forged,84.308,0.862,0.827,0.961,0.0,12.645,0.016,0.271,0.071,0.039,2.684,368.8,315.3,8.8,123.1,79.8,Aug([2])
4032_v5,4xxx,T6,Forging,Forged,83.964,0.915,0.827,1.08,0.008,12.764,0.025,0.28,0.101,0.036,2.684,398.8,329.3,8.3,120.9,79.6,Aug([2])
4032_v6,4xxx,T6,Forging,Forged,83.454,1.022,1.103,1.029,0.015,12.978,0.008,0.263,0.079,0.049,2.685,394.1,318.3,7.8,120.5,78.7,Aug([2])
4032_v7,4xxx,T6,Forging,Forged,85.091,0.814,0.97,1.122,0.001,11.576,0.0,0.27,0.093,0.063,2.684,368.2,321.6,8.9,120.7,78.8,Aug([2])
4032_v8,4xxx,T6,Forging,Forged,85.273,0.847,0.908,0.907,0.019,11.637,0.01,0.226,0.11,0.063,2.687,376.0,303.0,10.0,117.5,78.2,Aug([2])
4032_v1,4xxx,O,Forging,Wrought,85.643,0.861,0.973,0.859,0.0,11.267,0.038,0.224,0.103,0.032,2.684,170.2,88.8,17.6,51.1,78.8,Aug([2])
4032_v2,4xxx,O,Forging,Wrought,83.619,0.825,1.031,0.87,0.0,13.198,0.0,0.275,0.118,0.064,2.692,184.6,98.5,16.2,57.8,79.3,Aug([2])
4032_v3,4xxx,O,Forging,Wrought,84.923,0.985,1.026,0.944,0.015,11.664,0.0,0.276,0.107,0.06,2.669,178.2,102.1,19.4,55.1,79.0,Aug([2])
4032_v4,4xxx,O,Forging,Wrought,83.792,0.924,1.196,1.077,0.0,12.615,0.0,0.223,0.106,0.067,2.69,189.9,106.4,14.4,58.7,80.1,Aug([2])
4032_v5,4xxx,O,Forging,Wrought,84.269,0.928,0.821,0.986,0.017,12.555,0.0,0.294,0.08,0.05,2.685,186.7,106.9,16.0,55.6,80.3,Aug([2])
4032_v6,4xxx,O,Forging,Wrought,83.862,0.804,1.082,0.987,0.017,12.875,0.0,0.202,0.117,0.054,2.685,189.4,101.9,17.1,56.9,79.8,Aug([2])
4032_v7,4xxx,O,Forging,Wrought,85.035,0.897,0.961,0.896,0.007,11.754,0.042,0.258,0.106,0.044,2.669,173.1,93.8,17.7,51.4,77.7,Aug([2])
4032_v8,4xxx,O,Forging,Wrought,84.663,1.009,1.154,0.909,0.024,11.773,0.03,0.3,0.072,0.066,2.683,180.9,100.2,17.6,53.4,78.6,Aug([2])
4032_v1,4xxx,T6,Bar,Wrought,84.981,1.043,1.127,1.106,0.044,11.37,0.0,0.207,0.083,0.039,2.679,373.8,316.0,9.1,117.7,78.6,Aug([5])
4032_v2,4xxx,T6,Bar,Wrought,85.06,0.834,1.119,0.948,0.0,11.665,0.0,0.226,0.091,0.057,2.67,376.7,316.2,9.2,115.7,77.8,Aug([5])
4032_v3,4xxx,T6,Bar,Wrought,85.032,1.009,0.862,0.875,0.0,11.805,0.006,0.28,0.078,0.053,2.68,379.0,305.5,9.3,112.1,78.7,Aug([5])
4032_v4,4xxx,T6,Bar,Wrought,84.594,0.842,1.129,0.867,0.0,12.117,0.023,0.257,0.11,0.061,2.689,367.3,316.3,8.1,117.8,79.7,Aug([5])
4032_v5,4xxx,T6,Bar,Wrought,84.519,0.809,0.996,1.072,0.0,12.166,0.034,0.236,0.122,0.046,2.676,392.7,313.0,9.0,118.5,80.8,Aug([5])
4032_v6,4xxx,T6,Bar,Wrought,84.806,0.897,1.058,0.919,0.005,11.944,0.016,0.214,0.104,0.037,2.675,390.4,307.6,9.0,116.5,79.6,Aug([5])
4032_v7,4xxx,T6,Bar,Wrought,84.42,1.028,1.188,1.021,0.0,11.949,0.03,0.237,0.075,0.052,2.688,376.2,324.8,8.3,122.9,79.3,Aug([5])
4032_v8,4xxx,T6,Bar,Wrought,84.183,0.825,0.905,0.85,0.037,12.785,0.013,0.275,0.079,0.048,2.676,376.1,315.0,8.3,117.5,78.6,Aug([5])
4043_v1,4xxx,O,Wire,Wrought,92.69,0.221,0.963,0.04,0.047,5.721,0.165,0.099,0.0,0.054,2.702,145.7,74.0,21.1,37.1,70.4,Aug([2])
4043_v2,4xxx,O,Wire,Wrought,93.976,0.335,0.964,0.053,0.05,4.3,0.153,0.105,0.0,0.064,2.682,132.1,66.3,22.0,31.5,69.8,Aug([2])
4043_v3,4xxx,O,Wire,Wrought,92.74,0.332,0.712,0.0,0.038,5.803,0.189,0.125,0.0,0.061,2.684,151.9,77.5,21.3,38.0,70.4,Aug([2])
4043_v4,4xxx,O,Wire,Wrought,92.379,0.383,0.694,0.004,0.003,6.123,0.217,0.143,0.0,0.054,2.694,158.1,78.9,20.6,37.9,71.3,Aug([2])
4043_v5,4xxx,O,Wire,Wrought,92.692,0.234,0.985,0.0,0.072,5.612,0.212,0.149,0.0,0.044,2.68,141.6,70.4,23.0,36.0,70.7,Aug([2])
4043_v6,4xxx,O,Wire,Wrought,94.251,0.169,0.637,0.0,0.06,4.501,0.247,0.095,0.0,0.04,2.689,133.9,62.4,23.9,31.0,70.9,Aug([2])
4043_v7,4xxx,O,Wire,Wrought,93.972,0.421,0.927,0.127,0.006,4.214,0.171,0.116,0.0,0.046,2.699,146.0,67.4,21.4,32.1,69.1,Aug([2])
4043_v8,4xxx,O,Wire,Wrought,93.121,0.279,0.932,0.0,0.073,5.263,0.179,0.099,0.0,0.054,2.688,141.0,71.2,22.1,36.4,69.3,Aug([2])
4043_v1,4xxx,H18,Wire,Cold Worked,92.602,0.348,0.973,0.146,0.057,5.514,0.24,0.09,0.0,0.03,2.698,288.7,275.9,0.5,92.8,71.5,Aug([2])
4043_v2,4xxx,H18,Wire,Cold Worked,93.986,0.16,0.863,0.06,0.01,4.545,0.207,0.08,0.026,0.063,2.702,278.4,245.9,1.6,79.3,71.2,Aug([2])
4043_v3,4xxx,H18,Wire,Cold Worked,93.552,0.218,0.846,0.0,0.058,4.918,0.232,0.132,0.0,0.044,2.687,274.5,269.0,1.2,75.2,69.5,Aug([2])
4043_v4,4xxx,H18,Wire,Cold Worked,93.12,0.264,0.923,0.147,0.038,5.118,0.18,0.143,0.0,0.067,2.694,288.4,266.5,0.9,78.1,69.4,Aug([2])
4043_v5,4xxx,H18,Wire,Cold Worked,92.758,0.198,0.863,0.191,0.056,5.63,0.157,0.092,0.0,0.055,2.701,282.6,273.5,0.7,80.5,71.2,Aug([2])
4043_v6,4xxx,H18,Wire,Cold Worked,93.968,0.394,0.845,0.012,0.026,4.412,0.185,0.091,0.011,0.056,2.68,275.8,256.5,1.5,82.1,69.3,Aug([2])
4043_v7,4xxx,H18,Wire,Cold Worked,93.312,0.163,0.768,0.0,0.088,5.314,0.173,0.1,0.014,0.068,2.683,281.4,270.3,1.1,87.4,70.2,Aug([2])
4043_v8,4xxx,H18,Wire,Cold Worked,93.777,0.353,0.771,0.119,0.082,4.493,0.233,0.104,0.021,0.047,2.687,292.1,266.9,1.4,82.0,70.7,Aug([2])
4045_v1,4xxx,O,Sheet,Wrought,89.463,0.304,0.723,0.072,0.033,9.079,0.177,0.051,0.029,0.069,2.657,120.4,66.3,22.1,28.6,69.4,Aug([5])
